Plot,Focal,D1,G,DACCUP,OTHERS,WEIRAC,LOPMEN,PODLAE,FUSCLI,QUISER,temp_meanAnn,vpd_mar
AA139,DACCUP,4.171876320483909,-0.30634769348074764,12.354028170524616,-0.703883094293853,0.963078529129648,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,3.6722029208822233,0.18102363705680577,13.395042029148389,-0.703883094293853,0.459991446804382,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.8883082659585508,0.09747426610751063,13.395042029148389,-0.703883094293853,0.9336399239176623,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.3410469235376579,0,13.395042029148389,-0.703883094293853,0.958739244927084,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,DACCUP,6.3212650711514735,-0.20887342737323675,1.8074285590278718,-0.5685047180558491,0.955852646998932,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.547261342420893,0,4.197449276844188,-0.5685047180558491,0.944679400872157,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.4600167805856781,0,4.197449276844188,-0.5685047180558491,0.9479579190068146,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.2696650093088458,0.013924895158215796,4.197449276844188,-0.5685047180558491,0.9531397143119854,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.618643256649705,0,4.197449276844188,-0.5685047180558491,0.9415745479787054,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.6265745804529065,0.055699580632863184,4.197449276844188,-0.5685047180558491,0.9412060960480387,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AA139,WEIRAC,0.3093216283248525,-0.04177468547464733,4.197449276844188,-0.5685047180558491,0.9522831222438753,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.2695148272893066,-0.49114610206757253
AB138,DACCUP,0.4679481043888795,0.2094323394495413,0.8694151571832417,1.071561967455457,0.46488223548915386,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,1.554539465427464,0.055848623853210815,0.8825126764544086,1.071561967455457,0.37472650702744803,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.3727722187504633,0.041886467889908234,0.8825126764544086,1.071561967455457,0.459698093356399,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,1.2928057799218196,0.055848623853210815,0.8825126764544086,1.071561967455457,0.40252937341348055,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.5869179614368997,0.05584862385321094,0.8866101192829925,0.9447160208324344,0.2040088812668711,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.9121022373681549,0.12565940366972483,0.8866101192829925,0.9447160208324344,0.18582331431951163,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,1.6259213796562761,0.04188646788990836,0.8866101192829925,0.9447160208324344,0.11823467990423865,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,2.498366998008424,0.055848623853210815,0.8866101192829925,0.9447160208324344,-0.01600385789276188,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.9041709135649536,0.11169724770642188,-0.2933330129887432,1.3709245627946725,0.23109127158465745,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.3489782473408593,0.041886467889908234,-0.29743045581732713,1.0364621705756993,0.18972374176389317,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.3331155997344566,0,-0.29743045581732713,1.0364621705756993,0.19012739610831775,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.3807035425536646,0,-0.29743045581732713,1.0364621705756993,0.1888601092130313,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
AB138,WEIRAC,0.547261342420893,0.05584862385321094,-0.29743045581732713,1.0364621705756993,0.18309395383947824,-0.6005770695108774,-0.2950216145615024,-0.4816044838973955,-0.38783951220540863,1.3306061193478846,-0.25165567824830987
